CUST_ID	OUT_COMMUNITY_TOTAL	OUT_COMMUNITY_VOICE	OUT_COMMUNITY_SMS	IN_COMMUNITY_VOICE	IN_COMMUNITY_SMS	IN_COMMUNITY_TOTAL	VOICE_OUT_CALLS	VOICE_IN_CALLS	SMS_OUT_CALLS	MMS_OUT_CALLS	EVENTS_CALLS	INTERNET_CALLS	TOTAL_OUT_CALLS	VOICE_OUT_MINS	VOICE_IN_MINS	GPRS_TRAFFIC	EVENTS_TRAFFIC	OUT_CALLS_ROAMING	OUT_MINS_ROAMING	OUT_CALLS_INTERNATIONAL	OUT_MINS_INTERNATIONAL	OUT_CALLS_PEAK	OUT_CALLS_OFFPEAK	OUT_CALLS_WORK	OUT_CALLS_NONWORK	IN_CALLS_PEAK	IN_CALLS_OFFPEAK	IN_CALLS_WORK	IN_CALLS_NONWORK	DAYS_OUT	DAYS_IN	AGE	GENDER	PRC_VOICE_OUT_CALLS	PRC_SMS_OUT_CALLS	PRC_EVENTS_CALLS	PRC_INTERNET_CALLS	PRC_OUT_CALLS_INTERNATIONAL	PRC_OUT_CALLS_ROAMING	PRC_MMS_OUT_CALLS	PRC_OUT_CALLS_PEAK	PRC_OUT_CALLS_OFFPEAK	PRC_OUT_CALLS_WORK	PRC_OUT_CALLS_NONWORK	PRC_IN_CALLS_PEAK	PRC_IN_CALLS_OFFPEAK	PRC_IN_CALLS_WORK	PRC_IN_CALLS_NONWORK	PRC_OUT_COMMUNITY_VOICE	PRC_OUT_COMMUNITY_SMS	PRC_IN_COMMUNITY_VOICE	PRC_IN_COMMUNITY_SMS	ACD_OUT	ACD_IN
"C16155"	33.736683	28.421634	10.852229	29.192429	16.745716	39.378037	181.120020	233.202445	18.450283	0.783780	0.156983	0.000000	188.979275	169.429399	205.488134	1.352022	0.000000	0.000000	0.000000	0.150378	0.373694	119.259822	47.769420	157.783429	39.435961	182.817390	76.610014	202.056986	50.230475	27.481429	29.000342	53.394933	"F"	0.958412	0.097631	0.000831	0.000000	0.000796	0.000000	0.004147	0.714006	0.285994	0.800040	0.199960	0.704696	0.295304	0.800900	0.199100	0.842455	0.321674	0.741338	0.425255	0.935454	0.881158
"C16156"	25.634953	21.255216	6.008164	13.435790	10.916676	22.861284	74.479427	54.674370	23.750528	0.000000	0.000000	0.000000	94.902014	76.725599	63.150022	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49.906571	23.563872	79.775824	18.973076	32.978540	20.589715	88.402292	23.599785	21.420818	24.774504	43.453331	"F"	0.784803	0.250264	0.000000	0.000000	0.000000	0.000000	0.000000	0.679274	0.320726	0.807865	0.192135	0.615636	0.384364	0.789292	0.210708	0.829150	0.234374	0.587709	0.477518	1.030158	1.155021
"C16157"	14.134771	11.881207	4.846405	20.970102	7.904623	24.040946	68.328352	164.533689	32.899895	0.000000	0.000000	0.000000	98.549908	50.859551	217.229985	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	40.283905	24.049921	79.094702	23.585819	114.791396	70.078009	156.010400	49.840569	25.982119	28.203079	73.226846	"M"	0.693338	0.333840	0.000000	0.000000	0.000000	0.000000	0.000000	0.626170	0.373830	0.770299	0.229701	0.620932	0.379068	0.757880	0.242120	0.840566	0.342871	0.872266	0.328798	0.744340	1.320277
"C16158"	7.087663	7.163060	0.000000	8.821068	2.242994	10.467310	15.248118	34.961257	0.000000	0.000000	0.000000	0.000000	15.292581	14.352752	28.185852	0.000000	0.000000	0.495567	1.310380	0.000000	0.000000	10.876840	2.978514	13.532691	2.654602	29.376276	7.255138	32.363610	5.625075	9.926516	15.407888	62.746143	"M"	0.997093	0.000000	0.000000	0.000000	0.000000	0.032406	0.000000	0.785028	0.214972	0.836007	0.163993	0.801942	0.198058	0.851928	0.148072	1.010638	0.000000	0.842725	0.214286	0.941280	0.806202
"C16159"	9.060141	9.082512	0.457452	7.476622	2.488962	9.695286	84.186193	35.024475	0.613573	0.000000	0.000000	0.000000	85.548632	89.844411	42.469649	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	60.223606	14.765264	73.357214	12.919935	26.429483	10.995909	28.471045	9.411020	26.160398	17.579059	59.547557	"M"	0.984074	0.007172	0.000000	0.000000	0.000000	0.000000	0.000000	0.803101	0.196899	0.850251	0.149749	0.706191	0.293809	0.751571	0.248429	1.002469	0.050491	0.771161	0.256719	1.067211	1.212571
"C16160"	19.078297	20.068749	1.248077	63.577887	5.269386	64.812753	53.527194	223.102603	4.683142	0.000000	0.000000	0.000000	57.469485	51.824701	118.049537	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	33.254951	13.039400	46.610622	8.808541	174.105224	46.417940	152.519289	25.932630	23.318248	27.930317	43.180213	"F"	0.931402	0.081489	0.000000	0.000000	0.000000	0.000000	0.000000	0.718337	0.281663	0.841056	0.158944	0.789510	0.210490	0.854680	0.145320	1.051915	0.065419	0.980947	0.081302	0.968194	0.529127
"C16161"	18.722826	18.737581	0.000000	17.129328	3.168876	20.494792	103.459389	60.435870	0.000000	0.000000	0.000000	0.000000	108.744778	131.859776	48.880478	0.000000	0.000000	0.000000	0.000000	1.154044	1.078701	66.400261	22.617258	94.011289	18.463080	48.521900	20.759222	39.820088	13.326270	22.228624	19.704256	26.983702	"M"	0.951396	0.000000	0.000000	0.000000	0.010612	0.000000	0.000000	0.745924	0.254076	0.835846	0.164154	0.700363	0.299637	0.749253	0.250747	1.000788	0.000000	0.835789	0.154619	1.274508	0.808799
"C16162"	26.445522	24.872750	6.792166	49.473731	7.373666	57.444512	46.131918	155.483737	67.902417	0.000000	0.830479	0.000000	127.442877	35.513156	140.075661	0.000000	0.000000	0.479197	0.808155	1.998338	4.594683	31.138408	4.833930	97.466482	28.088686	136.881683	18.031466	162.895260	28.806719	25.660161	25.811156	29.922431	"F"	0.361981	0.532807	0.006516	0.000000	0.015680	0.003760	0.000000	0.865621	0.134379	0.776284	0.223716	0.883603	0.116397	0.849732	0.150268	0.940528	0.256836	0.861244	0.128362	0.769817	0.900902
"C16163"	53.051594	55.501654	0.600931	67.239187	2.748118	69.003151	187.427301	236.907690	0.914866	0.000000	0.324960	0.000000	208.946431	217.037014	336.550966	0.000000	0.734319	0.000000	0.000000	1.246273	2.616315	157.779425	30.653517	169.102902	24.388957	218.317416	46.355540	177.954323	28.561600	26.758088	25.964943	42.812031	"M"	0.897011	0.004378	0.001555	0.000000	0.005965	0.000000	0.000000	0.837324	0.162676	0.873954	0.126046	0.824857	0.175143	0.861698	0.138302	1.046183	0.011327	0.974436	0.039826	1.157980	1.420600
"C16164"	33.808784	31.878224	0.161903	72.492381	3.068053	74.703661	177.411735	410.092754	0.154157	0.000000	0.000000	0.000000	180.963766	175.565734	366.933704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	132.157974	42.897689	156.009047	34.969930	334.837411	100.899053	281.144260	55.919183	28.201015	27.721656	53.476327	"M"	0.980372	0.000852	0.000000	0.000000	0.000000	0.000000	0.000000	0.754948	0.245052	0.816891	0.183109	0.768440	0.231560	0.834099	0.165901	0.942898	0.004789	0.970399	0.041070	0.989595	0.894758
"C16165"	15.197030	14.028782	0.779984	21.672483	4.008493	24.654689	36.232530	105.821806	0.954585	0.000000	0.462465	0.154257	49.184649	18.274749	74.581915	0.000000	0.024905	0.000000	0.000000	0.000000	0.000000	20.197976	15.076921	31.091077	11.452189	86.945511	46.002624	55.492327	14.996736	23.631347	28.416599	39.328227	"M"	0.736663	0.019408	0.009403	0.003136	0.000000	0.000000	0.000000	0.572588	0.427412	0.730811	0.269189	0.653981	0.346019	0.787247	0.212753	0.923127	0.051325	0.879041	0.162585	0.504374	0.704788
"C16166"	18.664365	17.383194	3.784414	23.740477	7.427939	27.935949	90.251491	148.171615	7.507293	0.000000	0.152475	7.767440	104.884018	57.557708	137.337456	0.000000	0.000000	0.154987	0.108737	0.000000	0.000000	34.033190	58.916288	57.231257	41.684824	94.314306	66.641649	99.388426	32.118054	25.029903	27.646369	52.655389	"F"	0.860488	0.071577	0.001454	0.074057	0.000000	0.001478	0.000000	0.366147	0.633853	0.578584	0.421416	0.585963	0.414037	0.755768	0.244232	0.931357	0.202761	0.849818	0.265892	0.637748	0.926881
"C16167"	38.923747	30.674252	16.541848	64.563681	17.894323	79.658292	79.494789	244.458789	54.697716	0.000000	0.317030	0.000000	146.595305	78.927075	366.254852	0.000000	0.032906	0.652230	0.204600	0.300422	0.724500	48.646854	28.278757	120.068120	26.595307	185.044304	62.176588	282.393981	43.326914	27.096135	28.737991	31.792541	"F"	0.542274	0.373121	0.002163	0.000000	0.002049	0.004449	0.000000	0.632388	0.367612	0.818664	0.181336	0.748498	0.251502	0.866981	0.133019	0.788060	0.424981	0.810508	0.224639	0.992858	1.498227
"C16168"	17.421091	14.923965	4.842089	11.711569	3.827290	14.456554	26.606031	23.328354	1.824559	0.000000	17.815266	0.000000	52.902174	22.666258	20.394020	0.000000	0.000000	4.492274	4.050163	0.000000	0.000000	18.179556	6.290018	45.664324	7.702993	20.448120	4.442075	45.518161	5.192462	14.687084	13.582142	27.573536	"M"	0.502929	0.034489	0.336759	0.000000	0.000000	0.084917	0.000000	0.742945	0.257055	0.855661	0.144339	0.821533	0.178467	0.897606	0.102394	0.856661	0.277944	0.810122	0.264744	0.851922	0.874216
"C16169"	34.073428	31.930377	2.503872	19.142434	5.403241	22.962553	135.428865	45.995712	3.291136	0.314934	0.651313	0.000000	140.993754	130.803299	52.252261	0.465695	0.000000	0.000000	0.000000	0.000000	0.000000	83.481440	44.539927	123.095724	32.020544	31.174116	20.074826	37.467720	8.483824	25.158642	19.073467	31.376332	"F"	0.960531	0.023342	0.004619	0.000000	0.000000	0.000000	0.002234	0.652090	0.347910	0.793571	0.206429	0.608288	0.391712	0.815375	0.184625	0.937105	0.073485	0.833637	0.235307	0.965845	1.136025
"C16170"	28.798818	30.378193	0.307768	82.305897	4.427852	87.342532	90.329695	337.459445	0.944723	0.000000	0.000000	0.163904	105.761442	52.870859	278.097849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	56.977914	23.981662	84.968998	21.258202	323.799335	63.740487	259.508125	27.874679	24.325342	28.935411	52.473712	"M"	0.854089	0.008933	0.000000	0.001550	0.000000	0.000000	0.000000	0.703782	0.296218	0.799880	0.200120	0.835525	0.164475	0.903005	0.096995	1.054842	0.010687	0.942335	0.050695	0.585310	0.824093
"C16171"	34.289991	35.587632	2.722876	40.031713	6.154690	40.564661	178.468484	221.343333	3.509892	0.000000	0.783781	0.317969	190.510089	96.812786	144.003927	6.636285	0.000000	3.243700	4.143598	1.618603	2.611589	86.503396	79.508141	143.108544	40.914189	140.215789	113.529876	132.042019	46.385474	23.077204	21.320428	80.814145	"F"	0.936793	0.018424	0.004114	0.001669	0.008496	0.017026	0.000000	0.521069	0.478931	0.777668	0.222332	0.552584	0.447416	0.740032	0.259968	1.037843	0.079407	0.986862	0.151725	0.542464	0.650591
"C16172"	16.928362	15.845410	3.027375	10.822793	6.139494	15.068250	101.076087	129.752811	13.031213	0.494035	0.766414	0.163767	121.111087	112.967473	179.026306	0.000000	0.000000	0.000000	0.000000	0.499073	4.103129	62.853921	36.772332	91.619491	28.519042	74.862813	48.627293	105.551359	32.544918	27.408122	27.043877	39.255880	"F"	0.834573	0.107597	0.006328	0.001352	0.004121	0.000000	0.004079	0.630897	0.369103	0.762615	0.237385	0.606225	0.393775	0.764332	0.235668	0.936027	0.178834	0.718251	0.407446	1.117648	1.379749
"C16173"	20.076356	19.609574	6.220228	37.630187	7.133932	41.134650	98.150651	186.303703	14.783046	0.000000	0.154754	0.000000	121.067878	79.903661	168.386453	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	56.871700	31.939394	88.682152	34.430518	153.712796	64.850060	130.178106	33.325009	24.432344	24.450795	46.287509	"F"	0.810708	0.122105	0.001278	0.000000	0.000000	0.000000	0.000000	0.640367	0.359633	0.720333	0.279667	0.703289	0.296711	0.796181	0.203819	0.976750	0.309829	0.914805	0.173429	0.814092	0.903828
"C16174"	220.108306	214.061940	9.297399	300.378514	15.172574	291.708113	634.588185	1324.082658	16.647062	0.000000	0.000000	0.000000	637.877577	625.581251	1201.810828	0.000000	0.000000	4.279566	4.343146	0.456552	0.712444	448.434011	81.861639	594.949800	56.323013	1341.644939	188.634483	1001.973982	73.375421	27.799170	27.834902	37.371012	"M"	0.994843	0.026098	0.000000	0.000000	0.000716	0.006709	0.000000	0.845630	0.154370	0.913519	0.086481	0.876732	0.123268	0.931766	0.068234	0.972530	0.042240	1.029723	0.052013	0.985807	0.907655
"C16175"	29.200926	27.930106	2.669480	20.448467	5.010084	26.394892	87.099265	78.354286	4.759855	0.000000	0.000000	0.000000	107.233091	75.449970	48.687133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	40.334472	44.785540	74.430147	30.938784	53.945068	38.196097	68.637631	20.277156	24.795479	24.947106	40.571998	"F"	0.812242	0.044388	0.000000	0.000000	0.000000	0.000000	0.000000	0.473854	0.526146	0.706377	0.293623	0.585461	0.414539	0.771948	0.228052	0.956480	0.091418	0.774713	0.189813	0.866253	0.621372
"C16176"	38.469837	35.186592	13.308754	45.720699	15.712570	51.280755	92.415163	196.798291	35.450088	0.000000	0.000000	0.000000	127.602933	59.169445	253.139653	0.000000	0.000000	0.000000	0.000000	0.161996	0.266498	40.174909	64.807191	71.382460	65.188216	128.367096	101.930546	138.144653	67.370421	25.419380	27.443916	27.615905	"M"	0.724240	0.277816	0.000000	0.000000	0.001270	0.000000	0.000000	0.382683	0.617317	0.522678	0.477322	0.557396	0.442604	0.672187	0.327813	0.914654	0.345953	0.891576	0.306403	0.640257	1.286290
"C16177"	3.224686	1.717374	1.503973	8.405116	2.885469	12.006413	0.910022	25.678585	5.065434	0.000000	0.000000	0.329170	7.792651	1.118181	22.770837	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.157201	0.980488	5.495966	1.535955	20.174086	5.383687	34.197924	5.170086	4.087451	16.106245	27.715203	"M"	0.116780	0.650027	0.000000	0.042241	0.000000	0.000000	0.000000	0.138176	0.861824	0.781574	0.218426	0.789352	0.210648	0.868673	0.131327	0.532571	0.466394	0.700052	0.240327	1.228741	0.886764
"C16178"	23.116587	20.587001	1.895209	44.126090	6.728613	51.666763	85.088767	162.880674	4.579881	0.000000	0.753226	0.644959	90.136518	41.405663	91.245076	0.000000	0.086067	0.000000	0.000000	0.151776	0.682670	36.159779	46.402821	63.986237	21.008226	117.155790	65.263619	110.038013	40.287637	27.183801	27.522384	29.709093	"M"	0.943999	0.050810	0.008357	0.007155	0.001684	0.000000	0.000000	0.437968	0.562032	0.752828	0.247172	0.642233	0.357767	0.731998	0.268002	0.890573	0.081985	0.854052	0.130231	0.486617	0.560196
"C16179"	55.925753	56.846132	3.316681	51.402475	7.757643	57.412430	213.833474	193.441968	47.773661	0.000000	0.000000	0.000000	261.105329	266.574538	225.244852	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	141.485207	57.027622	210.604830	60.905866	160.329007	49.631679	165.012453	40.906281	27.900319	27.435544	41.237787	"M"	0.818955	0.182967	0.000000	0.000000	0.000000	0.000000	0.000000	0.712726	0.287274	0.775678	0.224322	0.763614	0.236386	0.801347	0.198653	1.016457	0.059305	0.895320	0.135121	1.246645	1.164405
"C16180"	28.154752	27.593942	0.978224	37.778413	3.866461	40.261502	66.661568	152.130080	1.057817	0.000000	0.153554	0.000000	71.438960	52.009094	101.936141	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49.471779	15.400702	60.827894	10.572563	135.362466	44.995772	107.319872	23.814891	23.465895	26.265618	39.486968	"F"	0.933126	0.014807	0.002149	0.000000	0.000000	0.000000	0.000000	0.762600	0.237400	0.851926	0.148074	0.750520	0.249480	0.818394	0.181606	0.980081	0.034745	0.938326	0.096034	0.780196	0.670059
"C16181"	20.861335	13.364478	10.386023	12.641391	11.993994	22.407898	42.547185	44.833607	23.330301	0.161138	0.165050	0.000000	68.533161	30.616899	46.594991	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	29.343086	10.438383	53.016744	14.088726	35.120315	13.081996	67.002569	15.810115	22.996931	22.803181	43.459127	"M"	0.620826	0.340424	0.002408	0.000000	0.000000	0.000000	0.002351	0.737607	0.262393	0.790051	0.209949	0.728602	0.271398	0.809086	0.190914	0.640634	0.497860	0.564149	0.535257	0.719599	1.039287
"C16182"	9.870351	7.957293	2.986410	9.237471	3.394970	11.713271	16.617924	33.210522	2.881563	0.000000	1.148751	0.000000	20.038907	12.042899	26.940405	0.146409	0.000000	0.000000	0.000000	0.000000	0.000000	11.041109	3.053292	16.968910	4.450735	28.645603	6.530365	27.512353	5.824544	13.686241	18.559423	46.866560	"F"	0.829283	0.143798	0.057326	0.000000	0.000000	0.000000	0.000000	0.783368	0.216632	0.792212	0.207788	0.814352	0.185648	0.825282	0.174718	0.806181	0.302564	0.788633	0.289840	0.724693	0.811201
"C16183"	19.254050	18.341806	2.261836	20.098162	4.676159	23.640895	72.606569	97.705448	3.152819	0.000000	0.304560	0.000000	74.599116	59.006873	71.239857	0.000000	0.000000	0.000000	0.000000	0.153703	0.059051	40.419889	27.467606	61.666719	18.450844	72.326361	35.445504	73.154553	21.145841	17.761051	21.386035	49.533607	"M"	0.973290	0.042263	0.004083	0.000000	0.002060	0.000000	0.000000	0.595395	0.404605	0.769703	0.230297	0.671106	0.328894	0.775761	0.224239	0.952621	0.117473	0.850144	0.197800	0.812693	0.729129
"C16184"	33.400152	30.728092	3.027194	78.828135	4.893377	84.315332	111.871952	379.674916	6.143395	0.000000	0.154272	0.000000	118.301171	80.548110	387.847859	4.112306	0.000000	0.000000	0.000000	0.000000	0.000000	65.978061	20.219060	104.409374	17.754320	388.032665	81.122537	286.058488	34.460653	25.637903	27.247433	32.808717	"M"	0.945654	0.051930	0.001304	0.000000	0.000000	0.000000	0.000000	0.765432	0.234568	0.854668	0.145332	0.827088	0.172912	0.892485	0.107515	0.919999	0.090634	0.934921	0.058037	0.720003	1.021526
"C16185"	41.961781	42.140148	5.624564	23.532740	14.183390	34.809623	232.463400	121.330865	7.946654	0.000000	0.620362	0.000000	228.349017	160.410227	89.686699	0.000000	0.000000	0.000000	0.000000	0.926215	2.109914	127.969228	79.584909	177.837271	57.978607	102.655191	55.127058	96.693577	39.336206	27.818158	28.881228	42.117542	"M"	1.018018	0.034800	0.002717	0.000000	0.004056	0.000000	0.000000	0.616558	0.383442	0.754136	0.245864	0.650613	0.349387	0.710827	0.289173	1.004251	0.134040	0.676041	0.407456	0.690045	0.739191
"C16186"	36.757102	34.156398	1.237408	30.864947	12.977246	43.536891	128.721834	139.412106	2.915782	0.000000	0.000000	0.000000	136.028838	109.319761	120.836007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	72.002908	53.792424	96.718657	37.189052	116.818579	49.912992	92.941277	22.871648	27.694426	28.218294	57.883039	"F"	0.946283	0.021435	0.000000	0.000000	0.000000	0.000000	0.000000	0.572381	0.427619	0.722278	0.277722	0.700639	0.299361	0.802512	0.197488	0.929246	0.033664	0.708938	0.298075	0.849271	0.866754
"C16187"	89.313243	83.628558	3.459371	103.719261	4.481924	107.119633	320.524558	374.667302	4.048285	0.000000	1.552258	0.000000	332.651123	169.449898	220.309414	0.000000	1.458709	0.000000	0.000000	0.636562	1.663395	214.788974	74.487670	295.620182	57.213026	353.335709	120.528218	225.715134	50.031613	29.486327	27.435335	36.835731	"F"	0.963546	0.012170	0.004666	0.000000	0.001914	0.000000	0.000000	0.742504	0.257496	0.837847	0.162153	0.745648	0.254352	0.818560	0.181440	0.936351	0.038733	0.968256	0.041840	0.528664	0.588013
"C16188"	22.476379	19.733442	5.555178	30.227150	7.303389	37.562439	71.253218	170.532989	29.824782	0.000000	1.217442	0.000000	111.646346	35.432349	104.226270	0.000000	0.124955	0.000000	0.000000	0.909861	1.138253	40.965302	21.809112	85.260540	20.845222	135.660550	47.205945	184.511974	35.333400	26.562647	27.734175	45.912976	"F"	0.638205	0.267136	0.010904	0.000000	0.008149	0.000000	0.000000	0.652580	0.347420	0.803543	0.196457	0.741856	0.258144	0.839281	0.160719	0.877964	0.247156	0.804717	0.194433	0.497274	0.611180
"C16189"	22.031167	20.929049	2.249836	17.795040	2.994840	21.593936	44.909913	55.708126	8.616083	0.000000	2.170772	0.000000	72.124727	19.755091	40.219361	0.000000	0.257749	0.000000	0.000000	0.000000	0.000000	26.236940	11.267243	52.878762	13.268054	51.078552	18.863741	28.155557	6.802648	25.554847	18.640463	37.755263	"F"	0.622670	0.119461	0.030097	0.000000	0.000000	0.000000	0.000000	0.699574	0.300426	0.799415	0.200585	0.730296	0.269704	0.805406	0.194594	0.949975	0.102121	0.824076	0.138689	0.439883	0.721966
"C16190"	30.993571	31.483785	0.999864	60.335713	5.603240	64.384779	113.664794	301.124342	0.775079	0.165127	1.619287	0.000000	125.129800	75.136024	248.505687	0.040210	0.300898	0.000000	0.000000	0.000000	0.000000	80.494723	21.991887	108.847209	15.654011	282.161383	68.418318	198.404176	25.367059	24.887500	26.441128	47.999609	"M"	0.908375	0.006194	0.012941	0.000000	0.000000	0.000000	0.001320	0.785417	0.214583	0.874266	0.125734	0.804842	0.195158	0.886638	0.113362	1.015817	0.032260	0.937111	0.087027	0.661032	0.825259
"C16191"	23.773005	21.125054	5.166299	19.757929	7.815749	25.737614	65.840985	53.602399	15.650716	0.810625	0.000000	0.000000	91.661998	50.111938	47.867720	3.443227	0.000000	1.803047	2.654490	0.157256	0.598316	39.614348	22.115790	66.185098	19.253670	45.359879	17.534881	73.248724	13.308411	25.178413	23.688365	55.641550	"F"	0.718302	0.170744	0.000000	0.000000	0.001716	0.019671	0.008844	0.641734	0.358266	0.774649	0.225351	0.721203	0.278797	0.846247	0.153753	0.888615	0.217318	0.767667	0.303670	0.761106	0.893015
"C16192"	28.286324	28.831749	0.000000	41.354604	1.593711	41.203217	131.443192	230.617392	0.000000	0.000000	0.000000	0.000000	133.686846	83.146630	138.150149	0.000000	0.000000	0.000000	0.000000	0.162674	0.493920	91.017884	39.663367	102.613092	30.382122	162.519811	96.862332	124.215099	42.723913	28.431627	27.692346	19.057369	"F"	0.983217	0.000000	0.000000	0.000000	0.001217	0.000000	0.000000	0.696488	0.303512	0.771555	0.228445	0.626565	0.373435	0.744075	0.255925	1.019282	0.000000	1.003674	0.038679	0.632567	0.599045
"C16193"	1.438263	0.479636	0.992762	0.000000	0.465583	0.457380	0.000000	0.000000	0.313374	0.000000	0.000000	0.000000	8.793222	0.000000	0.000000	0.000000	0.000000	0.488014	0.130495	0.000000	0.000000	0.000000	0.000000	7.216821	1.265313	0.000000	0.000000	0.821205	0.499873	5.294315	0.457575	65.720410	"F"	0.000000	0.035638	0.000000	0.000000	0.000000	0.055499	0.000000	0.000000	0.000000	0.850826	0.149174	0.000000	0.000000	0.621617	0.378383	0.333483	0.690251	0.000000	1.017935	0.000000	0.000000
"C16194"	16.507432	16.709404	0.000000	41.392670	2.204592	45.662730	33.237369	126.501787	0.000000	0.000000	0.328802	0.000000	33.123174	32.648179	162.366762	0.000000	0.045977	0.000000	0.000000	0.000000	0.000000	23.145004	3.386877	30.777346	2.249554	124.496159	21.560728	95.557515	8.720350	15.971226	22.869381	37.704692	"M"	1.003448	0.000000	0.009927	0.000000	0.000000	0.000000	0.000000	0.872347	0.127653	0.931887	0.068113	0.852381	0.147619	0.916374	0.083626	1.012235	0.000000	0.906487	0.048280	0.982273	1.283514
"C16195"	27.228223	21.761312	8.536912	29.667354	13.801373	40.191898	132.565943	167.173232	15.282340	0.000000	0.780408	0.000000	172.303271	153.413743	270.233306	0.040056	0.000000	0.000000	0.000000	0.162608	0.145281	91.669273	42.512520	143.598440	41.418537	117.588175	46.169567	139.210243	36.376213	28.242343	28.926331	22.985035	"M"	0.769376	0.088694	0.004529	0.000000	0.000944	0.000000	0.000000	0.683172	0.316828	0.776137	0.223863	0.718062	0.281938	0.792830	0.207170	0.799219	0.313532	0.738143	0.343387	1.157264	1.616487
"C16196"	33.766538	30.549082	4.468855	23.882334	7.327845	29.797429	142.326909	123.507316	19.725581	0.629443	0.454884	2.274572	168.123335	265.411279	179.230202	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	80.481159	46.331398	125.994334	40.224214	83.987033	52.499908	103.163655	43.409698	27.994985	27.969396	20.798522	"M"	0.846562	0.117328	0.002706	0.013529	0.000000	0.000000	0.003744	0.634647	0.365353	0.758004	0.241996	0.615348	0.384652	0.703836	0.296164	0.904715	0.132346	0.801490	0.245922	1.864800	1.451171
"C16197"	15.512525	14.702691	1.263802	17.045639	4.437798	20.525906	44.321975	84.731565	4.977341	0.000000	0.316121	0.646565	52.445558	37.873129	169.563572	0.000000	0.728003	0.000000	0.000000	1.817042	3.477772	22.899346	18.283885	35.661254	13.837582	52.154813	31.516009	62.946219	23.178654	17.480628	18.024820	65.415290	"M"	0.845104	0.094905	0.006028	0.012328	0.034646	0.000000	0.000000	0.556036	0.443964	0.720446	0.279554	0.623333	0.376667	0.730872	0.269128	0.947795	0.081470	0.830445	0.216205	0.854500	2.001185
"C16198"	103.074138	105.300393	5.066657	97.665788	12.971854	101.017881	770.898421	483.364892	9.760468	0.000000	0.326525	0.000000	776.580846	818.828833	581.491693	0.000000	0.000000	6.504122	4.897130	10.106167	22.685420	538.995656	135.167974	664.174488	132.214142	476.325676	90.097500	328.304290	52.095174	28.100669	27.995052	34.841863	"M"	0.992683	0.012569	0.000420	0.000000	0.013014	0.008375	0.000000	0.799503	0.200497	0.833983	0.166017	0.840936	0.159064	0.863051	0.136949	1.021599	0.049155	0.966817	0.128411	1.062175	1.203008
"C16199"	17.998668	17.207890	1.228678	27.836399	3.990637	29.439732	82.787599	202.689019	1.077074	0.000000	0.329609	0.000000	95.690791	39.065750	110.901207	0.000000	0.000000	0.000000	0.000000	2.788417	1.223361	54.112007	21.749579	69.252888	15.325779	156.814286	57.757199	138.645721	26.641813	23.840656	28.218212	50.008885	"M"	0.865157	0.011256	0.003445	0.000000	0.029140	0.000000	0.000000	0.713299	0.286701	0.818799	0.181201	0.730825	0.269175	0.838815	0.161185	0.956065	0.068265	0.945538	0.135553	0.471879	0.547150
"C16200"	20.364751	18.698984	0.486614	184.772759	3.434740	179.503259	172.176918	508.931634	1.087698	0.000000	0.000000	0.000000	161.557380	100.150326	367.336618	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	93.132582	48.259164	143.103826	28.289067	496.613045	106.677959	351.687291	56.641664	27.205819	30.257093	52.042991	"M"	1.065732	0.006733	0.000000	0.000000	0.000000	0.000000	0.000000	0.658685	0.341315	0.834946	0.165054	0.823173	0.176827	0.861284	0.138716	0.918203	0.023895	1.029356	0.019135	0.581671	0.721780
"C16201"	26.098451	25.437292	0.996752	28.929999	3.823861	32.342811	78.354296	141.738210	0.666390	0.000000	0.312156	0.000000	86.768190	56.640262	73.789316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	51.396631	23.470083	64.845957	19.940564	114.033128	50.347128	83.889676	26.210682	25.411635	28.930884	35.597774	"M"	0.903030	0.007680	0.003598	0.000000	0.000000	0.000000	0.000000	0.686508	0.313492	0.764814	0.235186	0.693715	0.306285	0.761938	0.238062	0.974667	0.038192	0.894480	0.118229	0.722874	0.520603
